bill_id,category_ids,category_labels,bill_type,bill_category,reason
s3252-111,,,,,"The bill addresses state government liability for abandoned mine reclamation under the Surface Mining Control and Reclamation Act, which does not involve private employer wage, hour, or benefit obligations."
hr3898-113,,,,,"The bill addresses student eligibility for federal financial aid based on criminal convictions, which is a matter of education policy and federal student assistance, not private employer wage, hour, or benefit obligations."
s2705-115,,,,,"The bill regulates telecommunications providers regarding caller ID accuracy and robocall blocking technology, which falls under consumer protection and communications law, not private employer wage, hour, or benefit obligations."
s1124-113,,,,,"The bill regulates food safety and labeling requirements for BPA in packaging under the Federal Food, Drug, and Cosmetic Act, which does not impose wage, hour, or benefit obligations on private employers."
hr1761-112,,,,,"The bill focuses on marine turtle conservation and authorizes appropriations for a conservation fund, which does not involve private employer wage, hour, or benefit obligations."
s1389-113,,,,,"The bill directs a study regarding the designation of a monument as a National Park unit, which involves public lands and government administration rather than private employer wage, hour, or benefit obligations."
s1618-115,,,,,"The bill modifies tax treatment for private foundations regarding excess business holdings related to ESOPs, which is a matter of tax-exempt organization compliance rather than a direct obligation on private employers regarding wage, hour, or benefit misconduct."
sjres13-113,,,,,"The bill designates a commemorative holiday for intelligence professionals and does not regulate private employer wage, hour, or benefit obligations."
hr5308-115,,,,,"The bill authorizes the minting of commemorative coins by the Department of the Treasury and does not regulate private employer wage, hour, or benefit obligations."
hr1328-115,,,,,"The bill adjusts compensation rates for veterans administered by the Department of Veterans Affairs, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr360-114,,,,,"The bill reauthorizes the Native American Housing Assistance and Self-Determination Act, focusing on federal block grants, HUD oversight, and housing standards for Indian tribes; it does not regulate private employer wage, hour, or benefit obligations."
s30-113,,,,,"The bill addresses pay adjustments for Members of Congress and senior federal government employees, which are public-sector entities excluded from the non-governmental employer scope of this category."
hr3297-114,,,,,"The bill reforms the National Flood Insurance Program and FEMA flood mapping procedures, which are federal government programs and do not impose wage, hour, or benefit obligations on private non-governmental employers."
s1564-112,,,,,"The bill amends the Clean Air Act to revise renewable fuel definitions and eligibility, which relates to environmental protection and energy policy rather than private employer wage, hour, or benefit obligations."
