bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr3534-115,,,,,"The bill addresses federal enforcement of marijuana laws under the Controlled Substances Act and does not regulate private employer wage, hour, or benefit obligations."
s3372-114,,,,,"The bill provides a tax exclusion for the retail sale of alternative fuel trucks, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
hr4565-114,,,,,"The bill regulates direct-to-consumer drug advertising under the Federal Food, Drug, and Cosmetic Act, which concerns product marketing and public health safety rather than private employer wage, hour, or benefit obligations."
hr3884-113,,,,,"The bill concerns the recoupment and reallocation of federal grant funds for state health care exchanges and outreach programs, which relates to government administration of public health programs rather than imposing obligations on private employers regarding wages, hours, or benefits."
hr1333-114,,,,,"The bill addresses tax administration requirements for the child tax credit, which is a general family policy and individual tax benefit, not a regulation of private employer wage, hour, or benefit obligations."
hr1690-115,,,,,"The bill addresses compensation transparency for senior executives within the Department of Veterans Affairs, a federal government agency, and does not regulate private employer wage, hour, or benefit obligations."
hr5748-114,,,,,"The bill establishes a commission to create a memorial for John Adams in Washington, D.C., which is a matter of government operations and history, unrelated to private employer wage, hour, or benefit obligations."
hr6259-111,,,,,"The bill concerns the procedural requirements for entering into international trade agreements and does not regulate private employer wage, hour, or benefit obligations."
hr1990-115,,,,,"The bill allows food concessions at state-owned interstate rest areas and permits states to use revenues for highway programs; it does not regulate private employer wage, hour, or benefit obligations."
s1702-112,,,,,"The bill addresses environmental regulations regarding hazardous air pollutants and spill prevention for farms and utilities, which does not involve private employer wage, hour, or benefit obligations."
hr5755-111,,,,,"The bill concerns federal procurement procedures for military construction projects, specifically allowing non-competitive bidding for state-funded projects at military installations; it does not regulate private employer wage, hour, or benefit obligations."
s822-113,,,,,"The bill focuses on crime victims' rights, DNA testing backlogs, and criminal justice administration, which are unrelated to private employer wage, hour, or benefit obligations."
hr4993-114,,,,,"The bill concerns the privacy of mortgage data collected under the Home Mortgage Disclosure Act and does not regulate private employer wage, hour, or benefit obligations."
hr2062-114,,,,,"The bill regulates public elementary and secondary schools (government entities) regarding student safety protocols for concussions, rather than imposing wage, hour, or benefit obligations on private non-governmental employers."
s2934-114,,,,,"The bill focuses on firearm background checks, criminal justice records, and gun control measures, which do not involve private employer wage, hour, or benefit obligations."
