bill_id,category_id,category_label,reason
s1719-116,7,SOX / PCAOB / audit firm oversight,"The bill focuses on oversight of financial services and investments, specifically relating to senior investors and recommending actions for the SEC, which falls under the purview of financial regulation and potential audit/oversight improvements."
hr1965-105,4,Money laundering / financial crime strategy,"The bill focuses on reforming civil asset forfeiture procedures, which are directly related to financial crime strategy and the handling of assets seized in connection with alleged criminal activity, including drug trafficking, bank fraud, and other offenses."
hr317-115,7,SOX / PCAOB / audit firm oversight,"The bill concerns accounting principles and standards, specifically related to repurchase-to-maturity transactions, which falls under the purview of accounting oversight and regulation similar to the Sarbanes-Oxley Act and PCAOB responsibilities."
hr6878-115,4,Money laundering / financial crime strategy,"The bill addresses criminal penalties for unlawful payments related to referrals for recovery and treatment facilities, which falls under the scope of financial crime strategy and anti-money laundering enforcement by targeting illicit financial incentives within the healthcare system."
s838-105,7,SOX / PCAOB / audit firm oversight,"The bill concerns securities regulation and instructs the SEC on information disclosure requirements, which falls under the purview of the Sarbanes-Oxley Act and PCAOB oversight of public company auditing and reporting."
hr5405-113,6,Dodd-Frank reform / implementation,"The bill explicitly states it makes 'technical corrections to the Dodd-Frank Wall Street Reform and Consumer Protection Act,' directly addressing the provisions of Dodd-Frank and thus falls under Dodd-Frank reform/implementation."
hr1697-112,6,Dodd-Frank reform / implementation,"The bill amends the Sarbanes-Oxley Act of 2002 and the Dodd-Frank Act, directly addressing financial regulation and implementation of existing laws."
hr578-103,8,Investment company / hedge fund / investment adviser regulation,"The bill focuses on the regulation of investment advisers, including registration, inspection, fees, disclosure requirements, and prohibited transactions, all of which fall under the scope of investment company/hedge fund/investment adviser regulation."
hr3662-105,4,Money laundering / financial crime strategy,"The bill focuses on the disposition of assets stolen from Holocaust victims, which directly relates to financial crime strategy and anti-money laundering efforts, as well as investigating potential wrongdoing involving money and property."
hr6266-114,6,Dodd-Frank reform / implementation,"The bill amends the Federal Deposit Insurance Act, which is a core component of the regulatory framework established by the Dodd-Frank Act, and addresses restrictions on brokered deposits, a concept directly related to Dodd-Frank implementation."
hr502-116,4,Money laundering / financial crime strategy,"The bill focuses on investigating the use of virtual currencies and online marketplaces for financial crimes, specifically sex and drug trafficking, which directly relates to anti-money laundering and financial crime strategy."
s360-111,3,Executive compensation at financial firms / TARP,"The bill directly addresses pay limits at firms receiving TARP funds, which falls under the scope of executive compensation at financial firms and TARP-related legislation."
s2939-111,5,Federal Reserve audit / transparency,"The bill explicitly requires an audit of the Federal Reserve System and its banks, which directly falls under the scope of legislation concerning Federal Reserve audit and transparency."
hr3624-114,7,SOX / PCAOB / audit firm oversight,"The bill concerns judicial procedure and evidence related to fraudulent claims of jurisdiction, which is closely tied to the integrity of legal proceedings and the accuracy of financial reporting, falling under the umbrella of audit and oversight principles similar to those addressed by SOX and PCAOB regulations."
hr1478-114,14,Insurance regulation,"The bill directly addresses insurance companies, state insurance authorities, and the FDIC's actions related to insurance company assets and rehabilitation, falling squarely within the scope of insurance regulation."
